Product Name,UPC Code,Serving Size,Serving Size Unit,Product Size,Price,Protein,Total lipid (fat),"Carbohydrate, by difference",Energy - kcal,Energy - kJ,"Fiber, total dietary","Calcium, Ca","Iron, Fe","Magnesium, Mg","Phosphorus, P","Potassium, K","Sodium, Na","Zinc, Zn","Vitamin A, IU",Vitamin E (alpha-tocopherol),"Vitamin D (D2 + D3), International Units",Vitamin E,"Vitamin C, total ascorbic acid",Thiamin	Riboflavin,Niacin,Vitamin K (phylloquinone),Folic acid,"Choline, total","Sugars, total including NLEA","Fatty acids, total trans","Fatty acids, total saturated",Vitamin B-6,Vitamin B-12,"Sugars, added",Category
"Reese's Milk Chocolate Peanut Butter Snack Size, Halloween Cups Candy Jumbo Bag, 19.5 oz",34000451364,,,,5.94,10.2,30.5,55.4,515.0,515.0,3.6,78.0,1.21,62.0,161.0,343.0,357.0,1.28,56.0,0.15,0.0,,0.3,,4.49,2.0,0.0,35.4,47.2,0.0,10.7,0.1,0.26,,Candy
"Jack Daniel's Country Cocktails Downhome Punch, 23.5 oz Can",82184080504,,,,2.98,0.41,0.08,14.1,55.0,55.0,0.9,6.0,0.28,7.0,11.0,112.0,5.0,0.09,,0.36,,,2.0,,0.335,2.3,0.0,3.7,13.1,,0.009,0.054,0.0,,Alcoholic Beverage
"Tootsie Roll Pops Assorted Flavors, 10.12 Oz",71720077696,17.0,g,34.2 oz/2.13 lbs/969 g,3.86,0.0,0.0,88.2,353.0,353.0,,,,,,,0.0,,,,,,,,,,,,58.8,,,,,,Lollipops
"Nature's Own Perfectly Crafted Brioche Style Hamburger Buns, 18 oz, 8 Count",72250025256,64.0,g,18 OZ/510 g,3.67,9.38,3.91,50.0,266.0,266.0,1.6,109.0,2.66,,,94.0,422.0,,,,0.0,,,,,,,,10.9,0.0,1.56,,,10.9,Hamburger Buns
"Werthers Original Hard Caramel Candy, 12 Oz",72799057657,16.0,g,8.1 oz/229.6 g,5.16,8.33,4.17,83.3,375.0,375.0,0.0,0.0,0.0,,,,208.0,,0.0,,,,0.0,,,,,,58.3,0.0,0.0,,,,Caramel Candy
"Rancho La Gloria, Mango Margarita Cocktail, 13.9% ABV, 1.5L Glass Bottle, 10-150ml Servings",861518002623,,,,14.98,1.36,1.05,28.2,128.0,128.0,1.8,26.0,0.83,17.0,30.0,309.0,1260.0,0.38,359.0,1.08,0.0,,11.6,,0.82,4.4,0.0,11.0,11.8,,0.0,0.08,0.0,,Margarita Cocktail
"Hiland 2% Reduced Fat Milk, Half Gallon, 64 fl oz",72060007114,240.0,ml,,3.42,3.36,1.9,4.9,50.0,50.0,0.0,126.0,0.0,12.0,103.0,159.0,39.0,0.43,,0.03,,,0.2,,0.112,0.2,0.0,18.2,4.89,,1.11,0.061,0.55,,Milk
"Dum Dums Original Pops Allergen-Free, Assorted Flavor Lollipops Halloween Candy 11.5 oz. Bag",30800271003,,,4 ONZ,3.28,0.0,0.0,13.0,50.0,50.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,10.0,,0.0,,,,Lollipops
"Great Value White Sandwich Bread, 20 oz",78742012285,47.0,g,,1.32,10.5,9.05,26.1,228.0,228.0,1.2,132.0,2.5,19.0,141.0,120.0,367.0,1.01,,0.95,,,0.0,,2.48,2.6,45.0,127.0,2.88,,2.58,0.092,0.36,,Sandwich Bread
"Great Value White Round Top Bread Loaf, 20 oz",78742285443,26.0,g,24 oz/680 g,1.32,6.45,3.23,54.8,258.0,258.0,3.2,129.0,2.9,,,65.0,645.0,,,,0.0,,,,,,,,6.45,0.0,0.0,,,6.5,Bread
"Rancho La Gloria, Strawberry Margarita Wine Cocktail, 13.9% ABV, 1.5L Glass Bottle, 10 - 150ml Servings",861518002654,,,,14.98,1.36,1.05,28.2,128.0,128.0,1.8,26.0,0.83,17.0,30.0,309.0,1260.0,0.38,359.0,1.08,0.0,,11.6,,0.82,4.4,0.0,11.0,11.8,,0.0,0.08,0.0,,Wine Cocktail
"Hiland Whole Vitamin D Milk, Gallon, 128 fl oz",72060001174,,,,5.24,26.3,26.7,38.4,,,0.0,912.0,0.47,85.0,776.0,1330.0,371.0,3.34,934.0,0.58,420.0,,8.6,,0.646,2.2,0.0,119.0,38.4,,16.7,0.302,3.25,,Milk
"Rice Krispies Treats Original Chewy Mini Marshmallow Snack Bars, 23.2 oz",38000121746,44.0,g,,10.98,3.4,9.0,80.5,417.0,417.0,0.0,3.0,2.2,13.0,42.0,39.0,351.0,0.5,900.0,0.0,0.0,,0.0,,9.1,0.0,199.0,0.0,19.4,,1.4,0.9,0.0,,Snack Bars
"Life Savers Wint-O-Green Breath Mints Hard Candy, Sharing Size - 13 oz",22000290434,,,3.2 oz/90.7 g,3.98,0.0,0.0,100.0,400.0,400.0,,,,,,,0.0,,,,,,,,,,,,93.3,,,,,,Breath Mints
"Great Value Hamburger Buns, 8 Count, 11 oz",78742223759,43.0,g,,1.38,9.77,3.91,50.1,279.0,279.0,1.8,144.0,3.43,23.0,101.0,122.0,494.0,0.73,,0.27,,,1.3,,4.18,4.8,53.0,14.6,7.28,,0.842,0.063,0.2,,Hamburger Buns
"Rancho La Gloria, Lime Margarita Cocktail, 13.9% ABV, 1.5L Glass Bottle, 10-150ml Servings",861518002647,,,,14.98,1.36,1.05,28.2,128.0,128.0,1.8,26.0,0.83,17.0,30.0,309.0,1260.0,0.38,359.0,1.08,0.0,,11.6,,0.82,4.4,0.0,11.0,11.8,,0.0,0.08,0.0,,Margarita Cocktail
"Great Value 1% Low Fat Chocolate Milk, Half Gallon, 64 fl oz",78742006505,240.0,ml,1.89 L,2.02,3.33,1.04,10.0,62.0,62.0,0.0,125.0,0.15,,,179.0,83.0,,208.0,,42.0,,0.5,,,,,,9.17,0.0,0.62,,,,Chocolate Milk
"Airheads Xtremes Belts Candy, Rainbow Berry, 4.5 oz",73390010614,42.5,g,4.5 oz/127.6 g,1.97,3.12,3.12,90.6,375.0,375.0,,,,,,,31.0,,,,,,,,,,,,59.4,,,,,59.4,Candy
"Fever-Tree Sparkling Pink Grapefruit Bottles, 4pk/6.8 fl oz",812136030277,,,,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sparkling Grapefruit
Frankford Mega Brands Halloween Mix Assorted Flavor Variety Candy 2.5 lbs,41376222740,,,50.06 OZ/1.41 kg,9.94,0.0,8.06,71.0,355.0,355.0,,,,,,,32.0,,,,,,,,,,,,51.6,,3.23,,,48.4,Halloween Candy
"Hiland Whole Vitamin D Milk, Half Gallon, 64 fl oz",72060001112,240.0,ml,,3.66,26.3,26.7,38.4,,,0.0,912.0,0.47,85.0,776.0,1330.0,371.0,3.34,934.0,0.58,420.0,,8.6,,0.646,2.2,0.0,119.0,38.4,,16.7,0.302,3.25,,Milk
"Dum Dums Free of Major Allergens Original Flavor Mix Lollipops, Party Candy, 16 oz. Bag",30800000597,13.0,g,16 oz/1 lbs/454 g,4.74,0.0,0.0,100.0,400.0,400.0,0.0,0.0,0.0,,,,0.0,,0.0,,,,0.0,,,,,,73.3,0.0,0.0,,,,Lollipops
"Werthers Original Hard Caramel Candy, 5.5 oz",72799008611,16.0,g,8.1 oz/229.6 g,2.62,8.33,4.17,83.3,375.0,375.0,0.0,0.0,0.0,,,,208.0,,0.0,,,,0.0,,,,,,58.3,0.0,0.0,,,,Candy
"Sunbeam Giant White Bread, Sliced Sandwich Bread Loaf, 24 oz",77633047375,49.0,g,,3.64,8.03,12.7,53.8,362.0,362.0,3.4,175.0,3.72,40.0,127.0,218.0,325.0,0.94,,1.87,,,0.0,,3.25,0.8,56.0,15.6,22.3,,10.4,0.089,0.09,,White Bread
"Great Value 1% Low Fat Chocolate Milk, Gallon, 128 fl oz",605388187345,240.0,ml,1.89 L,3.38,3.33,1.04,10.0,62.0,62.0,0.0,125.0,0.15,,,179.0,83.0,,208.0,,42.0,,0.5,,,,,,9.17,0.0,0.62,,,,Chocolate Milk
"Hershey Assorted Halloween Candy, Variety Bag 27.59 oz, 95 Pieces",34000944095,,,,9.94,13.4,25.0,52.9,490.0,490.0,3.8,94.0,1.92,90.0,197.0,725.0,231.0,1.57,1.0,2.47,0.0,,0.0,,7.17,0.0,0.0,35.6,40.3,0.0,4.81,0.235,0.02,,Halloween Candy
Uptown Cocktails Strawbry Margarita 1.5l,854530008872,,,,13.48,0.08,0.08,16.1,122.0,122.0,0.0,2.0,0.09,1.0,5.0,22.0,204.0,0.06,,0.0,,,2.0,,0.003,0.0,0.0,0.7,16.1,,0.006,0.0,0.0,,Cocktails
"Great Value 1% Low-Fat Milk, Half Gallon, 64 fl oz",78742352022,240.0,ml,,2.02,3.38,0.95,5.18,43.0,43.0,0.0,126.0,0.0,12.0,103.0,159.0,39.0,0.43,,0.02,,,0.0,,0.113,0.1,0.0,17.4,4.96,,0.568,0.06,0.61,,Low-Fat Milk
"Rancho La Gloria, Peach Margarita Wine Cocktail, 13.9% ABV, 750ml Glass Bottle, 5-150ml Servings",860000183147,,,,9.48,1.36,1.05,28.2,128.0,128.0,1.8,26.0,0.83,17.0,30.0,309.0,1260.0,0.38,359.0,1.08,0.0,,11.6,,0.82,4.4,0.0,11.0,11.8,,0.0,0.08,0.0,,Margarita Wine Cocktail
"Hershey Assorted Snack Size Halloween Candy, Variety Bag 13.13 oz, 25 Pieces",34000433049,,,,5.94,9.68,29.0,58.1,516.0,516.0,3.2,97.0,2.9,,,355.0,323.0,,,,,,,,,,,,51.6,0.0,9.68,,,48.4,Halloween Candy
"Great Value Honey Wheat Bread, 20 oz",78742036397,57.0,g,40 oz/1.13 kg,1.78,10.7,1.79,50.0,250.0,250.0,3.6,71.0,3.86,,,,482.0,,0.0,,,,0.0,,2.86,,,,7.14,0.0,0.0,,,,Bread
Altoids Classic Peppermint Breath Mints Hard Candy - 1.76 oz Tin,22000159335,2.0,g,0.65 oz/18.43 g,2.58,0.0,0.0,100.0,500.0,500.0,0.0,,,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,,,,Breath Mints
"Dave's Killer Bread 21 Whole Grains and Seeds Organic Bread Loaf, 27 oz",13764027053,45.0,g,27 oz,5.98,11.1,6.67,51.1,267.0,267.0,6.7,0.0,2.22,,,0.0,356.0,,,,,,,,,,,,11.1,0.0,0.0,,,11.1,Organic Bread
"Hiland Vitamin D Milk, 16 Oz.",72060000573,,,,1.18,3.46,1.11,10.2,,,0.1,129.0,0.23,13.0,96.0,172.0,65.0,0.43,174.0,0.0,43.0,,0.4,,0.124,0.1,0.0,17.0,9.94,,0.616,0.047,0.23,,Milk
"Life Savers Pep-O-Mint Breath Mints Hard Candy, Party Size - 44.93 oz",22000290557,3.5,g,3.2 oz/90.7 g,11.17,0.0,0.0,100.0,400.0,400.0,,,,,,,0.0,,,,,,,,,,,,93.3,,,,,,Breath Mints
"Jolly Rancher 2-in-1 Fruit Flavored Hard Candy, Bag 6.5 oz",10700703637,,,3.5 oz/99 g,2.88,0.0,0.0,94.4,389.0,389.0,,,,,,,56.0,,,,,,,,,,,,61.1,,,,,,Hard Candy
"Brach's Kiddie Mix Chewy Lemonhead Fruit Mix, Lemonhead Pops, Leamonhead, Now and Later, Everlasting Gobstopper, and Chuckles Candy 70 count",41420078309,,,2.8 oz/79 g,5.94,0.0,0.0,87.5,350.0,350.0,,,,,,,38.0,,,,,,,,,,,,70.0,,,,,,Candy Mix
"Wonder Bread Classic White Sandwich Bread, Sliced White Bread, 20 oz",72250011372,57.0,g,,2.92,8.03,12.7,53.8,362.0,362.0,3.4,175.0,3.72,40.0,127.0,218.0,325.0,0.94,,1.87,,,0.0,,3.25,0.8,56.0,15.6,22.3,,10.4,0.089,0.09,,Sandwich Bread
"Great Value Skim Fat Free Milk, Half Gallon, 64 fl oz",78742352039,240.0,ml,,2.02,3.43,0.08,4.92,34.0,34.0,0.0,132.0,0.0,12.0,107.0,167.0,41.0,0.45,,0.0,,,0.0,,0.118,0.0,0.0,18.2,5.05,,0.049,0.058,0.58,,Skim Milk
3PK TRIDENT BUBBLEGUM 42PC,12546011518,1.899999976,GRM,,3.28,0.0,0.0,58.8,294.0,294.0,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,Bubblegum
"Werther's Original Hard Caramel Candy, 30 oz",72799933487,16.0,g,8.1 oz/229.6 g,10.17,8.33,4.17,83.3,375.0,375.0,0.0,0.0,0.0,,,,208.0,,0.0,,,,0.0,,,,,,58.3,0.0,0.0,,,,Caramel Candy
Milky Way Fun Size Halloween Chocolate Candy Bars - 10.65oz Bag,40000573500,17.0,g,,4.88,4.01,17.2,71.2,456.0,456.0,1.0,115.0,0.49,20.0,67.0,124.0,167.0,0.69,110.0,0.89,16.0,,0.7,,0.154,3.6,0.0,16.5,59.7,0.206,12.0,0.014,0.18,,Chocolate Candy Bars
3 PK TRIDENT GUM SPEARMINT SUGAR FREE 42PC,12546011365,1.899999976,GRM,,3.28,0.0,0.0,52.6,263.0,263.0,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,Gum
"Hiland Premium Chocolate Milk, Half Gallon, 64 fl oz",72060001280,240.0,ml,64 OZA,3.72,0.0,14.0,0.0,130.0,130.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,0.0,,,,,,0.0,0.0,1.0,,,0.0,Chocolate Milk
"Freshness Guaranteed Mini Pecan Pie, 4 oz",78742201641,92.0,g,,0.74,5.9,25.1,49.6,440.0,440.0,2.5,28.0,1.63,25.0,104.0,124.0,299.0,1.07,,0.58,,,0.2,,1.3,3.4,16.0,62.9,31.0,,6.34,0.057,0.16,,Pecan Pie
"Charms Blow Pop, Gluten Free, Assorted Flavors Bubble Gum Lollipops, 46.75 oz Resealable Bag",14200420858,,,7.8 oz/221 g,9.54,0.0,0.0,94.4,389.0,389.0,,833.0,,,,,0.0,,,,,,,,,,,,72.2,,,,,,Lollipops
3 Musketeers Spooky Halloween Fun Size Chocolate Candy - 10.48 oz Bag,40000573449,30.0,g,18.41 oz,4.88,3.33,13.3,76.7,,,0.0,,0.0,,,0.0,183.0,,,,0.0,,,,,,,,66.7,0.0,8.33,,,66.7,Halloween Candy
"Great Value Creme Filled Swiss Rolls Snack Cakes, 13 oz, 6 Count",78742147550,61.0,g,2.8 oz/79 g,1.88,2.53,19.0,63.3,430.0,430.0,2.5,0.0,3.29,,,0.0,190.0,,,,0.0,,,,,,,,44.3,0.0,11.4,,,44.3,Snack Cakes
"Hiland 2% Reduced Fat Milk, 1 Quart",72060000467,240.0,ml,,2.56,3.36,1.9,4.9,50.0,50.0,0.0,126.0,0.0,12.0,103.0,159.0,39.0,0.43,,0.03,,,0.2,,0.112,0.2,0.0,18.2,4.89,,1.11,0.061,0.55,,Milk
TRIDENT TROPICAL TWIST SUGAR FREE GUM 42 CT,12546011389,1.899999976,GRM,,3.28,0.0,0.0,62.5,312.0,312.0,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,Sugar-Free Gum
Twix Fun Size Halloween Chocolate Candy Bars - 18.28 oz Bag,40000573401,16.0,g,9.77 oz,6.98,20.0,90.0,200.0,,,0.0,,0.0,,,0.0,600.0,,,,0.0,,,,,,,,140.0,0.0,50.0,,,120.0,Chocolate Candy Bars
"Ice Breakers Ice Cubes Spearmint Sugar Free Chewing Gum, Pouch 8.11 oz, 100 Pieces",34000701766,,,,7.68,0.0,0.0,87.0,217.0,217.0,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,Chewing Gum
"Freshness Guaranteed Bavarian Creme Filled Bismarck Doughnuts, 4 oz, 2 Count",299615000004,,,,1.97,6.4,24.5,30.0,,,0.8,25.0,1.83,20.0,76.0,80.0,309.0,0.8,40.0,0.29,0.0,,0.0,,2.24,8.6,56.0,29.1,14.6,,5.43,0.068,0.14,,Doughnuts
"Jolly Rancher Original Fruit Flavored Hard Candy, Resealable Family Pack 27 oz",10700557087,,,3.5 oz/99 g,6.57,0.0,0.0,94.4,389.0,389.0,,,,,,,56.0,,,,,,,,,,,,61.1,,,,,,Hard Candy
"Southern Comfort Traditional Egg Nog, 32 oz",852251000014,120.0,ml,HALF GALLON/1.89 L,3.36,3.33,7.5,20.0,158.0,158.0,0.0,108.0,0.17,,,142.0,79.0,,3000.0,,0.0,,,,,,,,15.8,0.0,4.17,,,11.7,Egg Nog
"Hershey Assorted Milk Chocolate and Fruit Flavored Mini Halloween Candy, Bag 13.92 oz, 45 Pieces",34000943784,,,,5.94,0.1,2.28,94.4,400.0,400.0,0.0,2.0,0.15,2.0,2.0,8.0,26.0,0.02,,0.08,,,0.0,,0.007,0.6,0.0,0.0,69.4,,2.06,0.003,0.0,,Halloween Candy
"Extra Sweet Watermelon Sugar Free Chewing Gum, Single Pack - 15 Stick",22000008381,,,,1.38,0.0,0.4,94.8,268.0,268.0,2.4,20.0,0.0,0.0,0.0,0.0,7.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.058,0.0,0.0,,Chewing Gum
"Hiland Vitamin D Milk, 1 Quart",72060000122,,,,2.62,3.37,0.97,4.99,42.0,42.0,0.0,125.0,0.03,11.0,95.0,150.0,44.0,0.42,47.0,0.01,1.0,,0.0,,0.093,0.1,0.0,17.7,5.2,,0.633,0.037,0.47,,Milk
Munch Peanut Brittle Bites - 4.0 oz Bag,40000515326,,,,2.88,7.57,19.0,71.2,486.0,486.0,2.5,27.0,1.22,42.0,106.0,168.0,445.0,0.87,,2.56,,,0.0,,2.65,0.4,0.0,13.5,51.3,,4.14,0.079,0.01,,Peanut Brittle
"Freshness Guaranteed Mini Cherry Pie, 4 oz",78742147710,114.0,g,,0.74,2.95,15.3,40.9,311.0,311.0,1.9,14.0,1.28,11.0,40.0,101.0,217.0,0.24,,0.67,,,0.9,,1.55,5.9,20.0,7.8,19.5,,5.35,0.087,0.0,,Cherry Pie
"Great Value Evaporated Milk, 12 Fl Oz",78742370378,30.0,ml,12 fl oz,1.26,6.67,6.67,10.0,133.0,133.0,,267.0,,,,300.0,83.0,,,,,,,,,,,,10.0,0.0,3.33,,,,Evaporated Milk
"Kit Kat Milk Chocolate Wafer Snack Size Halloween Candy, Jumbo Bag 20.1 oz",34000076666,,,,5.94,6.51,26.0,64.6,518.0,518.0,1.0,125.0,1.0,37.0,135.0,231.0,54.0,0.09,81.0,0.34,0.0,,0.0,,0.5,5.2,6.0,31.0,48.7,0.099,18.0,0.02,0.56,,Halloween Candy
"Freshness Guaranteed Sliced Plain Italian Bread, 14 oz",200166000009,,,20 oz/567 g,1.47,9.38,3.12,50.0,250.0,250.0,3.1,31.0,3.12,,,94.0,500.0,,,,25.0,,,,3.44,,100.0,,3.12,0.0,0.0,,,,Italian Bread
"Bubble Yum Original Flavored Bubble Gum, Pack 2.82 oz, 10 Pieces",34000007301,,,48 fl oz/1.4 L,1.36,3.41,10.2,26.1,205.0,205.0,0.0,205.0,0.0,,,170.0,68.0,,,,0.0,,,,,,,,22.7,0.0,6.82,,,17.0,Bubble Gum
"Mentos Chewy Mint Candy Roll, Peppermint, Peanut Free, 1.32 oz, 6 Count",73390001971,3.0,g,7.92 oz/225 g,4.32,0.0,0.0,100.0,333.0,333.0,,,,,,,0.0,,,,,,,,,,,,66.7,,,,,,Mint Candy
Skittles Original Fun Size Chewy Halloween Candy - 10.72oz,22000123169,15.0,g,,3.28,0.19,4.37,90.8,,,0.0,0.0,0.0,1.0,1.0,12.0,15.0,0.02,0.0,0.17,0.0,,66.8,,0.007,1.1,0.0,0.0,75.8,0.074,4.12,0.003,0.0,,Halloween Candy
"fairlife Lactose Free 2% Reduced Fat Ultra Filtered Milk, 52 fl oz",856312002771,240.0,ml,64 floz/1.89 l,4.18,3.33,1.88,3.75,46.0,46.0,0.0,112.0,,,92.0,167.0,50.0,,2000.0,,83.0,,,,,,,,3.75,0.0,1.25,,0.42,,Lactose Free Milk
"Freshness Guaranteed 4"" Mini Cinnamon Cake, 2.4 oz Box",78742241562,68.0,g,,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cinnamon Cake
"Jolly Rancher Assorted Fruit Flavored Hard Candy, Bulk Bag 50 oz",10700156778,18.0,g,3.5 oz/99 g,11.42,0.0,0.0,94.4,389.0,389.0,,,,,,,56.0,,,,,,,,,,,,61.1,,,,,,Hard Candy
"Freshness Guaranteed Apple Fritters, 2 Count",299562000003,,,,1.97,6.3,25.6,37.3,403.0,403.0,1.2,61.0,2.02,16.0,99.0,143.0,321.0,0.56,,3.4,,,1.0,,1.96,22.5,30.0,43.3,12.4,,5.35,0.054,0.22,,Apple Fritters
"Tic Tac Mints, Fruit Adventure, Bottle Pack, 3.4 oz",9800006304,0.49,g,13.6 oz/392 g,3.98,0.0,0.0,0.0,388.0,388.0,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,Mints
"Tic Tac Fresh Mint Breath Mints, on the Go Refreshment, 1.7 oz, Single Pack",9800001026,,,3.4 oz/98 g,2.58,0.0,0.0,0.0,388.0,388.0,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,Breath Mints
"Ice Breakers Ice Cubes Spearmint Sugar Free Chewing Gum, Bottle 3.24 oz, 40 Pieces",34000008476,,,,4.12,0.0,0.0,87.0,217.0,217.0,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,Chewing Gum
Great Value Sweetened Condensed Milk 14 oz.,78742433042,39.0,g,,1.86,7.91,8.7,54.4,321.0,321.0,0.0,284.0,0.19,26.0,253.0,371.0,127.0,0.94,,0.16,,,2.6,,0.21,0.6,0.0,89.1,54.4,,5.49,0.051,0.44,,Condensed Milk
"Yoo-hoo Gluten Free Chocolate 1% Dairy Milk, 6.5 fl oz, 10 Pack",72350000016,192.0,ml,,3.98,0.52,0.52,11.5,52.0,52.0,0.0,130.0,0.0,,78.0,99.0,78.0,,260.0,,52.0,,0.0,,0.833,,,,9.9,0.0,0.0,,,,Chocolate Milk
"Great Value Pre-Sliced Plain Bagels, 20 oz, 6 Count",78742307138,95.0,g,17.1 oz/486 g,1.98,7.41,0.62,51.8,247.0,247.0,2.5,99.0,3.33,,,,432.0,,0.0,,,,0.0,,,,,,3.7,0.0,0.0,,,,Bagels
"Wrigley's Doublemint Bulk Chewing Gum, Value Pack - 15 Ct (3 Pack)",22000109965,2.7,g,,3.78,0.0,0.0,74.1,370.0,370.0,,,,,,,0.0,,,,,,,,,,,,74.1,,,,,,Chewing Gum
"Great Value Organic Whole Vitamin D Milk, Gallon, 128 fl oz",78742066271,240.0,ml,,6.98,26.3,26.7,38.4,,,0.0,912.0,0.47,85.0,776.0,1330.0,371.0,3.34,934.0,0.58,420.0,,8.6,,0.646,2.2,0.0,119.0,38.4,,16.7,0.302,3.25,,Organic Milk
"Nature's Own Honey Wheat Sandwich Bread Loaf, 20 oz",72250037068,26.0,g,24 oz/680 g,3.64,11.6,2.33,46.5,233.0,233.0,7.0,140.0,3.35,,,,349.0,,0.0,,,,0.0,,,,,,6.98,0.0,0.0,,,,Bread
"Junior Mints Candy, 3.5 Oz",71720539446,30.0,g,,1.24,0.0,0.1,98.3,394.0,394.0,0.0,2.0,0.15,2.0,2.0,2.0,19.0,0.0,,0.0,,,0.0,,0.004,0.0,0.0,0.0,31.4,,0.0,0.002,0.0,,Candy
"Mentos Pure Fresh Sugar-Free Chewing Gum with Xylitol, Spearmint Bottle, 50 Pieces",73390014056,2.0,g,,4.12,0.0,0.0,52.6,263.0,263.0,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,Chewing Gum
"Hershey Assorted Milk and Dark Chocolate Flavored Snack Size Candy, Party Pack 33.43 oz",34000399970,,,33.43 oz,13.24,7.69,30.8,61.5,500.0,500.0,3.8,192.0,3.46,,,346.0,77.0,,,,,,,,,,,,57.7,0.0,17.3,,,46.2,Chocolate Candy
"Nature's Own Butterbread Sliced White Bread Loaf, 20 oz",72250049191,28.0,g,21.75 LBR,3.42,7.14,1.79,46.4,214.0,214.0,3.6,21.0,3.57,,,164.0,446.0,,,,,,,,,,,,3.57,0.0,0.0,,,3.6,White Bread
"Eagle Brand Sweetened Condensed Milk, 14 oz",652729101133,39.0,g,,2.58,7.91,8.7,54.4,321.0,321.0,0.0,284.0,0.19,26.0,253.0,371.0,127.0,0.94,,0.16,,,2.6,,0.21,0.6,0.0,89.1,54.4,,5.49,0.051,0.44,,Condensed Milk
"HOSTESS Powdered DONETTES Bag, Powdered Sugar Mini Donuts - 10 oz",888109150044,60.0,g,10 oz/284 g,2.48,3.7,18.5,57.4,426.0,426.0,1.9,37.0,2.0,,,,407.0,,0.0,,,,0.0,,,,,,27.8,0.0,9.26,,,,Donuts
Almond Breeze Unsweetened Original Almondmilk,41570110195,240.0,ml,48 fl oz/1.4 L,4.98,0.42,1.05,0.42,13.0,13.0,0.4,8.0,0.08,,,17.0,42.0,,,,0.0,,,,,,,,0.0,0.0,0.0,,,,Almondmilk
"Mentos Gum Sugar-Free Fresh Mint Chewing Gum, 50 Pieces, Bottle",73390014049,2.0,g,,4.12,0.0,0.4,94.8,268.0,268.0,2.4,20.0,0.0,0.0,0.0,0.0,7.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.058,0.0,0.0,,Chewing Gum
"Freshness Guaranteed Powdered Sugar Mini Donuts, Bakery Clamshell, 14 oz",78742222332,57.0,g,21 oz/595 g,3.24,4.0,20.0,58.0,420.0,420.0,2.0,0.0,2.2,,,0.0,400.0,,,,0.0,,,,,,,,28.0,0.0,9.0,,,28.0,Powdered Sugar Donuts
"a2 Milk, Ultra-Pasteurized 2% Reduced Fat Milk, 59 fl oz.",813267020076,240.0,ml,0.5 GAL/1.89 L,4.28,4.17,2.08,5.42,58.0,58.0,0.0,146.0,0.0,,,192.0,58.0,,2500.0,,42.0,,,,,,,,5.42,0.0,1.25,,,,Milk
Extra Sweet Watermelon Sugar Free Chewing Gum Pack - 35 Sticks,22000282170,2.5,g,,3.32,0.0,0.4,94.8,268.0,268.0,2.4,20.0,0.0,0.0,0.0,0.0,7.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.058,0.0,0.0,,Chewing Gum
Ice Breaker Mint Dispenser Cool Mint,34000000074,,,,2.82,0.0,0.0,125.0,625.0,625.0,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,Mint Candy
"Marketside Blueberry Muffins, 14 oz, 4 Count",78742087030,,,14 oz,3.98,9.0,1.5,43.0,220.0,220.0,5.0,0.0,1.8,,,0.0,330.0,,,,,,,,,,,,6.0,0.0,0.0,,,6.0,Blueberry Muffins
"Great Value Organic Reduced Fat 2% Milk, 1 Gallon",78742073057,240.0,ml,,5.98,3.33,2.08,5.0,54.0,54.0,0.0,125.0,0.0,,,167.0,54.0,,208.0,,42.0,,1.0,,,,,,5.0,0.0,1.25,,,,Organic Milk
Wrigley's Doublemint Mint Gum Chewing Gum - 15 Stick Pack,22000006660,,,,1.38,0.0,0.0,74.1,370.0,370.0,,,,,,,0.0,,,,,,,,,,,,74.1,,,,,,Chewing Gum
"Breath Savers Peppermint Sugar Free Breath Mints, Rolls 0.75 oz, 8 Count",34000714025,,,,4.66,0.0,0.0,111.0,278.0,278.0,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,Breath Mints
"Horizon Organic Whole High Vitamin D Milk, 1 Gallon",742365006753,240.0,ml,1 gal,8.34,3.33,3.33,5.42,67.0,67.0,0.0,104.0,0.0,,83.0,117.0,56.0,,,,,,,,,,,,5.0,0.0,2.08,,1.25,0.0,Milk
"Ice Breakers Ice Cubes Strawberry Daiquiri Sugar Free Chewing Gum, Bottle 3.24 oz, 40 Pieces",34000711666,,,,4.12,0.0,0.0,87.0,217.0,217.0,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,Chewing Gum
