Product Name,Walmart Item ID,UPC Code,Serving Size,Serving Size Unit,Product Size,Price,Protein,Total lipid (fat),"Carbohydrate, by difference",Energy - kcal,Energy - kJ,"Fiber, total dietary","Calcium, Ca","Iron, Fe","Magnesium, Mg","Phosphorus, P","Potassium, K","Sodium, Na","Zinc, Zn","Vitamin A, IU",Vitamin E (alpha-tocopherol),"Vitamin D (D2 + D3), International Units",Vitamin E,"Vitamin C, total ascorbic acid","Thiamin	Riboflavin",Niacin,Vitamin K (phylloquinone),Folic acid,"Choline, total","Sugars, total including NLEA","Fatty acids, total trans","Fatty acids, total saturated",Vitamin B-6,Vitamin B-12,"Sugars, added"
"Airheads Xtremes Belts Candy, Rainbow Berry, 4.5 oz",26524572,73390010614,42.5,g,4.5 oz/127.6 g,1.97,3.12,3.12,90.6,375,375,,,,,,,31,,,,,,,,,,,,59.4,,,,,59.4
"Fever-Tree Sparkling Pink Grapefruit Bottles, 4pk/6.8 fl oz",704322239,812136030277,,,,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frankford Mega Brands Halloween Mix Assorted Flavor Variety Candy 2.5 lbs,1117462563,41376222740,,,50.06 OZ/1.41 kg,9.94,0,8.06,71,355,355,,,,,,,32,,,,,,,,,,,,51.6,,3.23,,,48.4
"Hiland Whole Vitamin D Milk, Half Gallon, 64 fl oz",44391178,72060001112,240,ml,,3.66,26.3,26.7,38.4,,,0,912,0.47,85,776,1330,371,3.34,934,0.58,420,,8.6,,0.646,2.2,0,119,38.4,,16.7,0.302,3.25,
"Dum Dums Free of Major Allergens Original Flavor Mix Lollipops, Party Candy, 16 oz. Bag",10312333,30800000597,13,g,16 oz/1 lbs/454 g,4.74,0,0,100,400,400,0,0,0,,,,0,,0,,,,0,,,,,,73.3,0,0,,,
"Werthers Original Hard Caramel Candy, 5.5 oz",10448112,72799008611,16,g,8.1 oz/229.6 g,2.62,8.33,4.17,83.3,375,375,0,0,0,,,,208,,0,,,,0,,,,,,58.3,0,0,,,
"Sunbeam Giant White Bread, Sliced Sandwich Bread Loaf, 24 oz",10450211,77633047375,49,g,,3.64,8.03,12.7,53.8,362,362,3.4,175,3.72,40,127,218,325,0.94,,1.87,,,0,,3.25,0.8,56,15.6,22.3,,10.4,0.089,0.09,
"Great Value 1% Low Fat Chocolate Milk, Gallon, 128 fl oz",17248403,605388187345,240,ml,1.89 L,3.38,3.33,1.04,10,62,62,0,125,0.15,,,179,83,,208,,42,,0.5,,,,,,9.17,0,0.62,,,
"Hershey Assorted Halloween Candy, Variety Bag 27.59 oz, 95 Pieces",1783746237,34000944095,,,,9.94,13.4,25,52.9,490,490,3.8,94,1.92,90,197,725,231,1.57,1,2.47,0,,0,,7.17,0,0,35.6,40.3,0,4.81,0.235,0.02,
Uptown Cocktails Strawbry Margarita 1.5l,401867604,854530008872,,,,13.48,0.08,0.08,16.1,122,122,0,2,0.09,1,5,22,204,0.06,,0,,,2,,0.003,0,0,0.7,16.1,,0.006,0,0,
"Great Value 1% Low-Fat Milk, Half Gallon, 64 fl oz",10804537,78742352022,240,ml,,2.02,3.38,0.95,5.18,43,43,0,126,0,12,103,159,39,0.43,,0.02,,,0,,0.113,0.1,0,17.4,4.96,,0.568,0.06,0.61,
"Rancho La Gloria, Peach Margarita Wine Cocktail, 13.9% ABV, 750ml Glass Bottle, 5-150ml Servings",866916264,860000183147,,,,9.48,1.36,1.05,28.2,128,128,1.8,26,0.83,17,30,309,1260,0.38,359,1.08,0,,11.6,,0.82,4.4,0,11,11.8,,0,0.08,0,
"Hershey Assorted Snack Size Halloween Candy, Variety Bag 13.13 oz, 25 Pieces",2937032307,34000433049,,,,5.94,9.68,29,58.1,516,516,3.2,97,2.9,,,355,323,,,,,,,,,,,,51.6,0,9.68,,,48.4
"Great Value Honey Wheat Bread, 20 oz",44391070,78742036397,57,g,40 oz/1.13 kg,1.78,10.7,1.79,50,250,250,3.6,71,3.86,,,,482,,0,,,,0,,2.86,,,,7.14,0,0,,,
Altoids Classic Peppermint Breath Mints Hard Candy - 1.76 oz Tin,38253374,22000159335,2,g,0.65 oz/18.43 g,2.58,0,0,100,500,500,0,,,,,,0,,,,,,,,,,,,0,0,0,,,
"Dave's Killer Bread 21 Whole Grains and Seeds Organic Bread Loaf, 27 oz",49342184,13764027053,45,g,27 oz,5.98,11.1,6.67,51.1,267,267,6.7,0,2.22,,,0,356,,,,,,,,,,,,11.1,0,0,,,11.1
"Hiland Vitamin D Milk, 16 Oz.",43346761,72060000573,,,,1.18,3.46,1.11,10.2,,,0.1,129,0.23,13,96,172,65,0.43,174,0,43,,0.4,,0.124,0.1,0,17,9.94,,0.616,0.047,0.23,
"Life Savers Pep-O-Mint Breath Mints Hard Candy, Party Size - 44.93 oz",735834079,22000290557,3.5,g,3.2 oz/90.7 g,11.17,0,0,100,400,400,,,,,,,0,,,,,,,,,,,,93.3,,,,,
"Jolly Rancher 2-in-1 Fruit Flavored Hard Candy, Bag 6.5 oz",1048766960,10700703637,,,3.5 oz/99 g,2.88,0,0,94.4,389,389,,,,,,,56,,,,,,,,,,,,61.1,,,,,
"Brach's Kiddie Mix Chewy Lemonhead Fruit Mix, Lemonhead Pops, Leamonhead, Now and Later, Everlasting Gobstopper, and Chuckles Candy 70 count",2251076265,41420078309,,,2.8 oz/79 g,5.94,0,0,87.5,350,350,,,,,,,38,,,,,,,,,,,,70,,,,,
"Wonder Bread Classic White Sandwich Bread, Sliced White Bread, 20 oz",37858875,72250011372,57,g,,2.92,8.03,12.7,53.8,362,362,3.4,175,3.72,40,127,218,325,0.94,,1.87,,,0,,3.25,0.8,56,15.6,22.3,,10.4,0.089,0.09,
"Great Value Skim Fat Free Milk, Half Gallon, 64 fl oz",10450120,78742352039,240,ml,,2.02,3.43,0.08,4.92,34,34,0,132,0,12,107,167,41,0.45,,0,,,0,,0.118,0,0,18.2,5.05,,0.049,0.058,0.58,
3PK TRIDENT BUBBLEGUM 42PC,857553744,12546011518,1.899999976,GRM,,3.28,0,0,58.8,294,294,,,,,,,0,,,,,,,,,,,,0,,,,,
"Werther's Original Hard Caramel Candy, 30 oz",1457438583,72799933487,16,g,8.1 oz/229.6 g,10.17,8.33,4.17,83.3,375,375,0,0,0,,,,208,,0,,,,0,,,,,,58.3,0,0,,,
Milky Way Fun Size Halloween Chocolate Candy Bars - 10.65oz Bag,874331618,40000573500,17,g,,4.88,4.01,17.2,71.2,456,456,1,115,0.49,20,67,124,167,0.69,110,0.89,16,,0.7,,0.154,3.6,0,16.5,59.7,0.206,12,0.014,0.18,
3 PK TRIDENT GUM SPEARMINT SUGAR FREE 42PC,211330549,12546011365,1.899999976,GRM,,3.28,0,0,52.6,263,263,,,,,,,0,,,,,,,,,,,,0,,,,,
"Hiland Premium Chocolate Milk, Half Gallon, 64 fl oz",44391115,72060001280,240,ml,64 OZA,3.72,0,14,0,130,130,0,0,0,,,0,0,,,,,,0,,,,,,0,0,1,,,0
"Freshness Guaranteed Mini Pecan Pie, 4 oz",24447274,78742201641,92,g,,0.74,5.9,25.1,49.6,440,440,2.5,28,1.63,25,104,124,299,1.07,,0.58,,,0.2,,1.3,3.4,16,62.9,31,,6.34,0.057,0.16,
"Charms Blow Pop, Gluten Free, Assorted Flavors Bubble Gum Lollipops, 46.75 oz Resealable Bag",609172592,14200420858,,,7.8 oz/221 g,9.54,0,0,94.4,389,389,,833,,,,,0,,,,,,,,,,,,72.2,,,,,
3 Musketeers Spooky Halloween Fun Size Chocolate Candy - 10.48 oz Bag,881672776,40000573449,30,g,18.41 oz,4.88,3.33,13.3,76.7,,,0,,0,,,0,183,,,,0,,,,,,,,66.7,0,8.33,,,66.7
"Great Value Creme Filled Swiss Rolls Snack Cakes, 13 oz, 6 Count",14336404,78742147550,61,g,2.8 oz/79 g,1.88,2.53,19,63.3,430,430,2.5,0,3.29,,,0,190,,,,0,,,,,,,,44.3,0,11.4,,,44.3
"Hiland 2% Reduced Fat Milk, 1 Quart",43269799,72060000467,240,ml,,2.56,3.36,1.9,4.9,50,50,0,126,0,12,103,159,39,0.43,,0.03,,,0.2,,0.112,0.2,0,18.2,4.89,,1.11,0.061,0.55,
TRIDENT TROPICAL TWIST SUGAR FREE GUM 42 CT,461817588,12546011389,1.899999976,GRM,,3.28,0,0,62.5,312,312,,,,,,,0,,,,,,,,,,,,0,,,,,
Twix Fun Size Halloween Chocolate Candy Bars - 18.28 oz Bag,117301812,40000573401,16,g,9.77 oz,6.98,20,90,200,,,0,,0,,,0,600,,,,0,,,,,,,,140,0,50,,,120
"Ice Breakers Ice Cubes Spearmint Sugar Free Chewing Gum, Pouch 8.11 oz, 100 Pieces",106667580,34000701766,nan,nan,,7.68,0,0,87,217,217,,,,,,,0,,,,,,,,,,,,0,,,,,
"Freshness Guaranteed Bavarian Creme Filled Bismarck Doughnuts, 4 oz, 2 Count",987641021,299615000004,,,,1.97,6.4,24.5,30,,,0.8,25,1.83,20,76,80,309,0.8,40,0.29,0,,0,,2.24,8.6,56,29.1,14.6,,5.43,0.068,0.14,
"Jolly Rancher Original Fruit Flavored Hard Candy, Resealable Family Pack 27 oz",1418774954,10700557087,,,3.5 oz/99 g,6.57,0,0,94.4,389,389,,,,,,,56,,,,,,,,,,,,61.1,,,,,
"Southern Comfort Traditional Egg Nog, 32 oz",10801787,852251000014,120,ml,HALF GALLON/1.89 L,3.36,3.33,7.5,20,158,158,0,108,0.17,,,142,79,,3000,,0,,,,,,,,15.8,0,4.17,,,11.7
"Hershey Assorted Milk Chocolate and Fruit Flavored Mini Halloween Candy, Bag 13.92 oz, 45 Pieces",2812046906,34000943784,,,,5.94,0.1,2.28,94.4,400,400,0,2,0.15,2,2,8,26,0.02,,0.08,,,0,,0.007,0.6,0,0,69.4,,2.06,0.003,0,
"Extra Sweet Watermelon Sugar Free Chewing Gum, Single Pack - 15 Stick",20918402,22000008381,,,,1.38,0,0.4,94.8,268,268,2.4,20,0,0,0,0,7,0,,0,,,0,,0,0,0,0,0,,0.058,0,0,
"Hiland Vitamin D Milk, 1 Quart",43269798,72060000122,,,,2.62,3.37,0.97,4.99,42,42,0,125,0.03,11,95,150,44,0.42,47,0.01,1,,0,,0.093,0.1,0,17.7,5.2,,0.633,0.037,0.47,
Munch Peanut Brittle Bites - 4.0 oz Bag,182708238,40000515326,,,,2.88,7.57,19,71.2,486,486,2.5,27,1.22,42,106,168,445,0.87,,2.56,,,0,,2.65,0.4,0,13.5,51.3,,4.14,0.079,0.01,
"Freshness Guaranteed Mini Cherry Pie, 4 oz",24447269,78742147710,114,g,,0.74,2.95,15.3,40.9,311,311,1.9,14,1.28,11,40,101,217,0.24,,0.67,,,0.9,,1.55,5.9,20,7.8,19.5,,5.35,0.087,0,
"Great Value Evaporated Milk, 12 Fl Oz",10534163,78742370378,30,ml,12 fl oz,1.26,6.67,6.67,10,133,133,,267,,,,300,83,,,,,,,,,,,,10,0,3.33,,,
"Kit Kat Milk Chocolate Wafer Snack Size Halloween Candy, Jumbo Bag 20.1 oz",10449892,34000076666,nan,nan,,5.94,6.51,26,64.6,518,518,1,125,1,37,135,231,54,0.09,81,0.34,0,,0,,0.5,5.2,6,31,48.7,0.099,18,0.02,0.56,
"Freshness Guaranteed Sliced Plain Italian Bread, 14 oz",328869537,200166000009,,,20 oz/567 g,1.47,9.38,3.12,50,250,250,3.1,31,3.12,,,94,500,,,,25,,,,3.44,,100,,3.12,0,0,,,
"Bubble Yum Original Flavored Bubble Gum, Pack 2.82 oz, 10 Pieces",38253376,34000007301,,,48 fl oz/1.4 L,1.36,3.41,10.2,26.1,205,205,0,205,0,,,170,68,,,,0,,,,,,,,22.7,0,6.82,,,17
"Mentos Chewy Mint Candy Roll, Peppermint, Peanut Free, 1.32 oz, 6 Count",26524571,73390001971,3,g,7.92 oz/225 g,4.32,0,0,100,333,333,,,,,,,0,,,,,,,,,,,,66.7,,,,,
Skittles Original Fun Size Chewy Halloween Candy - 10.72oz,21623796,22000123169,15,g,,3.28,0.19,4.37,90.8,,,0,0,0,1,1,12,15,0.02,0,0.17,0,,66.8,,0.007,1.1,0,0,75.8,0.074,4.12,0.003,0,
"fairlife Lactose Free 2% Reduced Fat Ultra Filtered Milk, 52 fl oz",43984343,856312002771,240,ml,64 floz/1.89 l,4.18,3.33,1.88,3.75,46,46,0,112,,,92,167,50,,2000,,83,,,,,,,,3.75,0,1.25,,0.42,
"Freshness Guaranteed 4"" Mini Cinnamon Cake, 2.4 oz Box",606426732,78742241562,68,g,,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jolly Rancher Assorted Fruit Flavored Hard Candy, Bulk Bag 50 oz",1899605805,10700156778,18,g,3.5 oz/99 g,11.42,0,0,94.4,389,389,,,,,,,56,,,,,,,,,,,,61.1,,,,,
"Freshness Guaranteed Apple Fritters, 2 Count",693667245,299562000003,,,,1.97,6.3,25.6,37.3,403,403,1.2,61,2.02,16,99,143,321,0.56,,3.4,,,1,,1.96,22.5,30,43.3,12.4,,5.35,0.054,0.22,
"Tic Tac Mints, Fruit Adventure, Bottle Pack, 3.4 oz",33282212,9800006304,0.49,g,13.6 oz/392 g,3.98,0,0,0,388,388,,,,,,,0,,,,,,,,,,,,0,,,,,
"Tic Tac Fresh Mint Breath Mints, on the Go Refreshment, 1.7 oz, Single Pack",339284870,9800001026,,,3.4 oz/98 g,2.58,0,0,0,388,388,,,,,,,0,,,,,,,,,,,,0,,,,,
"Ice Breakers Ice Cubes Spearmint Sugar Free Chewing Gum, Bottle 3.24 oz, 40 Pieces",38253367,34000008476,,,,4.12,0,0,87,217,217,,,,,,,0,,,,,,,,,,,,0,,,,,
Great Value Sweetened Condensed Milk 14 oz.,10534165,78742433042,39,g,,1.86,7.91,8.7,54.4,321,321,0,284,0.19,26,253,371,127,0.94,,0.16,,,2.6,,0.21,0.6,0,89.1,54.4,,5.49,0.051,0.44,
"Yoo-hoo Gluten Free Chocolate 1% Dairy Milk, 6.5 fl oz, 10 Pack",10293217,72350000016,192,ml,,3.98,0.52,0.52,11.5,52,52,0,130,0,,78,99,78,,260,,52,,0,,0.833,,,,9.9,0,0,,,
"Great Value Pre-Sliced Plain Bagels, 20 oz, 6 Count",667056737,78742307138,95,g,17.1 oz/486 g,1.98,7.41,0.62,51.8,247,247,2.5,99,3.33,,,,432,,0,,,,0,,,,,,3.7,0,0,,,
"Wrigley's Doublemint Bulk Chewing Gum, Value Pack - 15 Ct (3 Pack)",14965435,22000109965,2.7,g,,3.78,0,0,74.1,370,370,,,,,,,0,,,,,,,,,,,,74.1,,,,,
"Great Value Organic Whole Vitamin D Milk, Gallon, 128 fl oz",44391006,78742066271,240,ml,,6.98,26.3,26.7,38.4,,,0,912,0.47,85,776,1330,371,3.34,934,0.58,420,,8.6,,0.646,2.2,0,119,38.4,,16.7,0.302,3.25,
"Nature's Own Honey Wheat Sandwich Bread Loaf, 20 oz",10450000,72250037068,26,g,24 oz/680 g,3.64,11.6,2.33,46.5,233,233,7,140,3.35,,,,349,,0,,,,0,,,,,,6.98,0,0,,,
"Junior Mints Candy, 3.5 Oz",51259013,71720539446,30,g,,1.24,0,0.1,98.3,394,394,0,2,0.15,2,2,2,19,0,,0,,,0,,0.004,0,0,0,31.4,,0,0.002,0,
"Mentos Pure Fresh Sugar-Free Chewing Gum with Xylitol, Spearmint Bottle, 50 Pieces",38253419,73390014056,2,g,,4.12,0,0,52.6,263,263,,,,,,,0,,,,,,,,,,,,0,,,,,
"Hershey Assorted Milk and Dark Chocolate Flavored Snack Size Candy, Party Pack 33.43 oz",665417764,34000399970,,,33.43 oz,13.24,7.69,30.8,61.5,500,500,3.8,192,3.46,,,346,77,,,,,,,,,,,,57.7,0,17.3,,,46.2
"Nature's Own Butterbread Sliced White Bread Loaf, 20 oz",10450012,72250049191,28,g,21.75 LBR,3.42,7.14,1.79,46.4,214,214,3.6,21,3.57,,,164,446,,,,,,,,,,,,3.57,0,0,,,3.6
"Eagle Brand Sweetened Condensed Milk, 14 oz",10309766,652729101133,39,g,,2.58,7.91,8.7,54.4,321,321,0,284,0.19,26,253,371,127,0.94,,0.16,,,2.6,,0.21,0.6,0,89.1,54.4,,5.49,0.051,0.44,
"HOSTESS Powdered DONETTES Bag, Powdered Sugar Mini Donuts - 10 oz",27047498,888109150044,60,g,10 oz/284 g,2.48,3.7,18.5,57.4,426,426,1.9,37,2,,,,407,,0,,,,0,,,,,,27.8,0,9.26,,,
Almond Breeze Unsweetened Original Almondmilk,43285759,41570110195,240,ml,48 fl oz/1.4 L,4.98,0.42,1.05,0.42,13,13,0.4,8,0.08,,,17,42,,,,0,,,,,,,,0,0,0,,,
"Mentos Gum Sugar-Free Fresh Mint Chewing Gum, 50 Pieces, Bottle",38253415,73390014049,2,g,,4.12,0,0.4,94.8,268,268,2.4,20,0,0,0,0,7,0,,0,,,0,,0,0,0,0,0,,0.058,0,0,
"Freshness Guaranteed Powdered Sugar Mini Donuts, Bakery Clamshell, 14 oz",578861498,78742222332,57,g,21 oz/595 g,3.24,4,20,58,420,420,2,0,2.2,,,0,400,,,,0,,,,,,,,28,0,9,,,28
"a2 Milk, Ultra-Pasteurized 2% Reduced Fat Milk, 59 fl oz.",139989750,813267020076,240,ml,0.5 GAL/1.89 L,4.28,4.17,2.08,5.42,58,58,0,146,0,,,192,58,,2500,,42,,,,,,,,5.42,0,1.25,,,
Extra Sweet Watermelon Sugar Free Chewing Gum Pack - 35 Sticks,643420507,22000282170,2.5,g,,3.32,0,0.4,94.8,268,268,2.4,20,0,0,0,0,7,0,,0,,,0,,0,0,0,0,0,,0.058,0,0,
Ice Breaker Mint Dispenser Cool Mint,38253460,34000000074,,,,2.82,0,0,125,625,625,,,,,,,0,,,,,,,,,,,,0,,,,,
"Marketside Blueberry Muffins, 14 oz, 4 Count",19758064,78742087030,,,14 oz,3.98,9,1.5,43,220,220,5,0,1.8,,,0,330,,,,,,,,,,,,6,0,0,,,6
"Great Value Organic Reduced Fat 2% Milk, 1 Gallon",44390987,78742073057,240,ml,,5.98,3.33,2.08,5,54,54,0,125,0,,,167,54,,208,,42,,1,,,,,,5,0,1.25,,,
Wrigley's Doublemint Mint Gum Chewing Gum - 15 Stick Pack,20918400,22000006660,,,,1.38,0,0,74.1,370,370,,,,,,,0,,,,,,,,,,,,74.1,,,,,
"Breath Savers Peppermint Sugar Free Breath Mints, Rolls 0.75 oz, 8 Count",10449932,34000714025,,,,4.66,0,0,111,278,278,,,,,,,0,,,,,,,,,,,,0,,,,,
"Horizon Organic Whole High Vitamin D Milk, 1 Gallon",350048336,742365006753,240,ml,1 gal,8.34,3.33,3.33,5.42,67,67,0,104,0,,83,117,56,,,,,,,,,,,,5,0,2.08,,1.25,0
"Ice Breakers Ice Cubes Strawberry Daiquiri Sugar Free Chewing Gum, Bottle 3.24 oz, 40 Pieces",661582137,34000711666,,,,4.12,0,0,87,217,217,,,,,,,0,,,,,,,,,,,,0,,,,,
"Great Value Instant Nonfat Dry Milk, 25.6 oz",10415722,78742010250,23,g,,8.43,35.1,0.72,52.2,358,358,0,1230,0.31,117,985,1700,549,4.41,2360,0.01,440,,5.6,,0.891,0,0,168,52.2,,0.467,0.345,3.99,
"Ice Breakers Ice Cubes Arctic Grape Sugar Free Chewing Gum, Bottle 3.24 oz, 40 Pieces",33731032,34000005451,,,1 oz/28 g,4.12,0,0,87,217,217,,,,,,,0,,,,,,,,,,,,0,,,,,0
"Great Value Fat Free Sweetened Condensed Milk, 14 Oz",10534166,78742433844,41,g,,1.86,7.91,8.7,54.4,321,321,0,284,0.19,26,253,371,127,0.94,,0.16,,,2.6,,0.21,0.6,0,89.1,54.4,,5.49,0.051,0.44,
"Sara Lee Honey Wheat Sandwich Bread, 20 Oz Loaf of Honey Wheat Bread",10533916,72945601369,26,g,24 oz/680 g,3.28,13.2,2.63,52.6,263,263,7.9,105,1.89,,,,316,,0,,,,0,,,,,,10.5,0,0,,,
"Tic Tac Mints, Orange, Bottle Pack, 3.4 oz",33282214,9800006335,0.49000001,g,12 oz/348 g,3.98,0,0,,388,388,,,,,,,0,,,,,,,,,,,,0,,,,,
"Great Value Peppermint Starlight Mints Hard Candy, 60 oz",719382120,78742364063,15,g,14 oz/397 g,6.57,0,0,100,400,400,0,0,0,,,0,0,,,,0,,,,,,,,73.3,0,0,,,73.3
"Freshness Guaranteed Brownie Bites, 13.93 oz, 21 Count, Chocolate Desserts",764088669,78742298610,38,g,11.4 oz/323.2 g,4.98,3.7,18.5,74.1,444,444,3.7,0,1.33,,,,241,,0,,,,0,,,,,,48.2,0,5.56,,,
"Breath Savers Spearmint Sugar Free Breath Mints, Tin 1.27 oz",33411320,34000003372,,,,2.82,0,0,111,278,278,,,,,,,0,,,,,,,,,,,,0,,,,,
"Ice Breakers Ice Cubes Peppermint Sugar Free Gum, Bottle 3.24 oz, 40 Pieces",38253369,34000008438,,,,4.12,0,0,87,217,217,,,,,,,0,,,,,,,,,,,,0,,,,,
"Hiland 2% Reduced Fat Milk, 16 Oz.",43710914,72060000405,,,,1.18,3.36,1.9,4.9,50,50,0,126,0,12,103,159,39,0.43,,0.03,,,0.2,,0.112,0.2,0,18.2,4.89,,1.11,0.061,0.55,
"Freshness Guaranteed Chocolate Frosted Mini Donuts, Bakery Clamshell,14 oz",451662164,78742222349,66,g,,3.24,3.48,20,52.8,389,389,2.2,30,3.04,31,137,270,348,0.58,2,4.33,0,,0.1,,0.773,28.9,9,22,40,1.32,5.92,0,0,
"Sister Schubert's Cinnamon Rolls, 17 oz, 8 Ct",741508735,748162111928,,,,4.28,6.2,16.4,50.9,372,372,2.4,72,1.6,17,76,111,304,0.59,,1.99,,,2,,2.38,4.4,48,41.3,31.7,,3.08,0.107,0.14,
"Nestle Nido Kinder 1 To 3 Years Toddler Powdered Milk Beverage, 56.4 Oz",10804304,28000133177,,,,22.98,1.72,3.32,6.57,62,62,0,102,1.18,5,69,86,22,0.52,,0.88,,,6.6,,0.647,3,10,12.5,6.42,,1.4,0.038,0.19,
"Tic Tac Freshmint Breath Mints, On-The-Go Refreshment, 1 oz, 4 Count",10311198,9800007813,0.5,g,13.6 oz/392 g,3.98,0,0,0,388,388,,,,,,,0,,,,,,,,,,,,0,,,,,
"Juicy Fruit Chewing Gum, Value Pack - 15 Ct (3 Pack)",14965436,22000109989,2.7,g,21.6 OZ/612 g,3.78,0,0,66.7,333,333,,,,,,,0,,,,,,,,,,,,66.7,,,,,66.7
"Junior Mints Big Box, 10.5 Oz",51259005,71720539859,30,g,,4.12,0.3,0.1,19.2,78,78,0.2,5,0.1,2,6,45,0,0.05,31,0.03,0,,9.3,,0.06,0.5,0,1.5,10.4,,0.02,0.02,0,
"Cinnabon Cinnamon Bread, Bakery-Inspired Sliced Bread with Cinnamon Bursts, 16 oz Loaf",864702169,72250020176,38,g,,3.74,4.35,10.1,54.4,326,326,1.4,14,1.3,,,,500,,0,,,,0,,,,,,26.1,0,4.35,,,
"Ice Breakers Ice Cubes Cinnamon Sugar Free Gum, Bottle 3.24 oz, 40 Pieces",52467205,34000008117,,,,4.12,0,0,87,217,217,,,,,,,0,,,,,,,,,,,,0,,,,,
"Hiland Chocolate Milk, 1 Pint",193378699,72060001327,,,,1.18,3.38,0.95,5.18,43,43,0,126,0,12,103,159,39,0.43,,0.02,,,0,,0.113,0.1,0,17.4,4.96,,0.568,0.06,0.61,
"Hiland 1% Low Fat Cultured Buttermilk, 32 fl oz",49933015,72060001037,,,1 Quart/946 mL,2.56,3.75,0.83,5.83,46,46,0,104,0,,,,108,,,,,,,,,,,,5.42,0,0.62,,,0
"Breath Savers Wintergreen Sugar Free Breath Mints, Rolls 0.75 oz, 8 Count",10449933,34000714117,nan,nan,,5.37,0,0,111,278,278,,,,,,,0,,,,,,,,,,,,0,,,,,
"Mentos Pure Fresh Sugar-Free Chewing Gum with Xylitol, Fresh Mint, Peanut & Tree Nut Free, 120 Count",586373386,73390026615,2,g,,7.17,0,0.4,94.8,268,268,2.4,20,0,0,0,0,7,0,,0,,,0,,0,0,0,0,0,,0.058,0,0,
"Great Value Medium Soft Taco Flour Tortillas, 17.5 Oz, 10 Count",953466267,78742294735,49,g,16 oz/1 lbs/454 g,1.98,8.77,7.02,49.1,298,298,1.8,175,3.51,,,140,649,,,,0,,,,,,,,1.75,0,2.63,,,1.8
"Hiland 1% Low Fat Milk, Half Gallon",44391258,72060013115,,,,3.26,3.38,0.95,5.18,43,43,0,126,0,12,103,159,39,0.43,,0.02,,,0,,0.113,0.1,0,17.4,4.96,,0.568,0.06,0.61,
"Ice Breakers Duo Fruit Plus Cool Strawberry Sugar Free Mints, Tin 1.3 oz",33411322,34000006656,,,,2.82,0,0,90.9,455,455,0,,,,,,0,,,,,,,,,,,,0,,,,,
Orbit Sweet Mint Sugar Free Bulk Chewing Gum - 14 Ct (3 Pack),10452889,22000155832,1.9,g,,3.78,0,0.4,94.8,268,268,2.4,20,0,0,0,0,7,0,,0,,,0,,0,0,0,0,0,,0.058,0,0,
"Freshness Guaranteed Pumpkin Cake Roll, 18 oz, 1 Count",804344803,78742322810,84,g,,5.23,2.5,17.5,51.6,373,373,1.1,73,1.02,7,112,66,280,0.28,,2.51,,,0.4,,0.674,17.5,10,33.7,38.4,,3.23,0.031,0.12,
"Ice Breakers Wintergreen Sugar Free Mints, Tin 1.5 oz",365387234,34000000098,,,,2.82,0,0,125,625,625,0,0,0,,,,0,,0,,,,0,,,,,,0,0,0,,,
"Great Value Organic Whole Vitamin D Milk, Half Gallon, 64 fl oz",10315798,78742020600,240,ml,,3.98,26.3,26.7,38.4,,,0,912,0.47,85,776,1330,371,3.34,934,0.58,420,,8.6,,0.646,2.2,0,119,38.4,,16.7,0.302,3.25,
"Great Value Pre-Sliced Cinnamon Raisin Bagels, 20 oz, 6 Count",588263237,78742307145,95,g,14.25 oz/404 g,1.98,9.88,1.23,54.3,272,272,2.5,99,3.33,,,111,444,,,,0,,,,,,101,,4.94,0,0,,,2.5
"Horizon Organic 2% Reduced Fat High Vitamin D Milk, 1 Gallon",907778403,742365006746,240,ml,,8.34,3.3,1.98,4.8,,,0,120,0.02,11,92,140,47,0.48,190,0.03,49,,0.2,,0.092,0.2,0,16.4,5.06,0.085,1.26,0.038,0.53,
"Juicy Fruit Original Bubble Gum, Single Pack - 15 Stick",20918401,22000006677,,,3.57 oz/101.2 g,1.38,0,0,68.2,1360,1360,0,455,0,,,,0,,0,,,,0,,,,,,90.9,0,0,,,
Extra Classic Bubble Gum Sugar Free Back to School Chewing Gum- 3 Pack,14967241,22000113917,2.7,g,,3.78,0,0.4,94.8,268,268,2.4,20,0,0,0,0,7,0,,0,,,0,,0,0,0,0,0,,0.058,0,0,
"Little Debbie Honey Buns, 6 ct, 10.6 oz",10295207,24300041020,50,g,6 oz/171 g,2.68,7.14,8.93,48.2,304,304,1.8,36,2.57,,,,446,,0,,,,0,,,,,,5.36,0,1.79,,,
"Freshness Guaranteed White Sub Rolls, 16 oz, 6 Count",44391091,78742985268,,,,3.48,17.9,8.07,25.4,249,249,1.2,117,3.02,24,165,215,425,2.91,,0.24,,,0,,5.69,0.8,44,44.9,2.76,,2.98,0.364,0.99,
Extra Watermelon Sugar Free Chewing Gum - 15 Ct (3 Pack),14967237,22000112583,2.7,g,,3.78,0,0.4,94.8,268,268,2.4,20,0,0,0,0,7,0,,0,,,0,,0,0,0,0,0,,0.058,0,0,
"Freshness Guaranteed Mini Croissants, 10 oz, 12 Count",510901331,78742359700,,,,3.98,8.2,21,45.8,406,406,2.6,37,2.03,16,105,118,384,0.75,,0.84,,,0.2,,2.19,1.8,60,38.8,11.3,,11.7,0.058,0.16,
